ka,kd,separation_ratio,f1,corrected_force,silva_bruus_force,relative_error_percent
0.1,0.228,0.4385964912280702,0.1,-0.0070826936365791055,-0.0070364938830187905,0.6522907234291904
0.1,0.22820000000000001,0.43821209465381245,0.1,-0.007057819520461196,-0.007011966892992843,0.6496712948726133
0.1,0.2284,0.43782837127845886,0.1,-0.007033055564575067,-0.006987546963086315,0.6470672820782882
0.1,0.2286,0.4374453193350831,0.1,-0.007008401175996534,-0.006963233532526098,0.6444785670251505
0.1,0.2288,0.4370629370629371,0.1,-0.006983855765606062,-0.006939026043964195,0.6419050327849416
0.1,0.229,0.4366812227074236,0.1,-0.006959418748059857,-0.006914923943453829,0.6393465635105331
0.1,0.22920000000000001,0.43630017452006986,0.1,-0.00693508954176121,-0.0068909266804257335,0.6368030444241527
0.1,0.2294,0.4359197907585005,0.1,-0.006910867568832132,-0.006867033707664639,0.6342743618063558
0.1,0.2296,0.4355400696864112,0.1,-0.006886752255085181,-0.006843244481285933,0.631760402984172
0.1,0.2298,0.4351610095735422,0.1,-0.006862743029995611,-0.00681955846071252,0.6292610563201971
0.1,0.23,0.4347826086956522,0.1,-0.0068388393266737325,-0.006795975108651842,0.6267762112015991
0.1,0.23020000000000002,0.43440486533449174,0.1,-0.006815040581837484,-0.006772493891073061,0.6243057580289808
0.1,0.2304,0.4340277777777778,0.1,-0.006791346235785368,-0.006749114277184499,0.6218495882059123
0.1,0.2306,0.43365134431916735,0.1,-0.006767755732369468,-0.006725835739411145,0.619407594127914
0.1,0.2308,0.43327556325823224,0.1,-0.0067442685189688595,-0.006702657753372437,0.6169796691722501
0.1,0.231,0.4329004329004329,0.1,-0.006720884046463123,-0.006679579797860131,0.6145657076873482
0.1,0.23120000000000002,0.43252595155709345,0.1,-0.006697601769206198,-0.0066566013548164165,0.6121656049825248
0.1,0.2314,0.432152117545376,0.1,-0.006674421145000406,-0.006633721909312146,0.6097792573180094
0.1,0.2316,0.43177892918825567,0.1,-0.006651341635070719,-0.006610940949525264,0.6074065618947174
0.1,0.2318,0.4314063848144952,0.1,-0.00662836270403926,-0.006588257966719391,0.6050474168444181
0.1,0.232,0.4310344827586207,0.1,-0.006605483819900048,-0.006565672455222603,0.6027017212199718
0.1,0.23220000000000002,0.43066322136089574,0.1,-0.006582704453993883,-0.00654318391240629,0.6003693749856208
0.1,0.2324,0.43029259896729777,0.1,-0.006560024080983585,-0.006520791838664307,0.598050279007441
0.1,0.2326,0.42992261392949266,0.1,-0.006537442178829311,-0.006498495737392165,0.5957443350439005
0.1,0.2328,0.429553264604811,0.1,-0.006514958228764194,-0.0064762951149664625,0.5934514457365156
0.1,0.233,0.4291845493562232,0.1,-0.006492571715270127,-0.006454189480724431,0.5911715146006565
0.1,0.23320000000000002,0.42881646655231564,0.1,-0.0064702821260538045,-0.006432178346943669,0.5889044460163981
0.1,0.2334,0.4284490145672666,0.1,-0.006448088952022942,-0.0064102612288220095,0.5866501452196086
0.1,0.2336,0.42808219178082196,0.1,-0.006425991687262698,-0.006388437644457541,0.5844085182929084
0.1,0.2338,0.42771599657827203,0.1,-0.006403989829012338,-0.006366707114828811,0.5821794721569222
0.1,0.234,0.4273504273504274,0.1,-0.00638208287764208,-0.006345069163775165,0.5799629145616814
0.1,0.23420000000000002,0.4269854824935952,0.1,-0.006360270336630097,-0.006323523317977193,0.5777587540779587
0.1,0.2344,0.42662116040955633,0.1,-0.006338551712539809,-0.006302069106937425,0.5755669000886943
0.1,0.2346,0.42625745950554134,0.1,-0.006316926514997283,-0.006280706062961061,0.5733872627808684
0.1,0.2348,0.42589437819420783,0.1,-0.0062953942566688886,-0.006259433721136947,0.5712197531369463
0.1,0.235,0.4255319148936171,0.1,-0.006273954453239108,-0.006238251619318627,0.5690642829268248
0.1,0.23520000000000002,0.4251700680272109,0.1,-0.0062526066233885395,-0.006217159298105565,0.5669207646996336
0.1,0.2354,0.4248088360237894,0.1,-0.0062313502887721365,-0.006196156300824539,0.5647891117758369
0.1,0.2356,0.4244482173174873,0.1,-0.0062101849739975455,-0.006175242173511098,0.5626692382393662
0.1,0.2358,0.4240882103477523,0.1,-0.006189110206603737,-0.006154416464891277,0.5605610589296386
0.1,0.236,0.42372881355932207,0.1,-0.006168125517039708,-0.006133678726363333,0.5584644894338476
0.1,0.2362,0.4233700254022016,0.1,-0.006147230438643451,-0.006113028511979688,0.5563794460796231
0.1,0.2364,0.4230118443316413,0.1,-0.0061264245076210425,-0.006092465378428998,0.5543058459269417
0.1,0.2366,0.42265426880811496,0.1,-0.006105707263025973,-0.006071988885018355,0.5522436067612411
0.1,0.2368,0.4222972972972973,0.1,-0.006085078246738592,-0.006051598593655627,0.5501926470856606
0.1,0.237,0.42194092827004226,0.1,-0.006064537003445743,-0.0060312940688319085,0.5481528861139189
