scale_order,case_id,particle_index,position_x,position_y,position_z,model_a_x,model_a_y,model_a_z,model_e_total_x,model_e_total_y,model_e_total_z,model_e_interaction_x,model_e_interaction_y,model_e_interaction_z,model_e_external_scattered_x,model_e_external_scattered_y,model_e_external_scattered_z,model_e_scattered_scattered_x,model_e_scattered_scattered_y,model_e_scattered_scattered_z
1,t14_n15_linear_level1,10,25.493379718264045,0,0,3.0164498418971485e-05,0,0,3.0396997890099066e-05,3.5940871711967947e-19,0,3.0396997890099066e-05,3.5940871711967947e-19,0,3.0344039900637718e-05,3.5858305353049295e-19,0,5.2957989461347847e-08,8.2566358918653091e-22,0
1,t14_n15_linear_level1,11,33.991172957685393,0,0,8.5256482457340597e-06,0,0,8.4987545519010963e-06,3.7532211657514779e-19,0,8.4987545519010963e-06,3.7532211657514779e-19,0,8.5118226114595123e-06,3.7464428252430163e-19,0,-1.3068059558415229e-08,6.7783405084615115e-22,0
1,t14_n15_linear_level1,12,42.488966197106741,0,0,-6.1654357619697191e-05,0,0,-6.243220221947134e-05,3.7532906225246625e-19,0,-6.243220221947134e-05,3.7532906225246625e-19,0,-6.2254660900635194e-05,3.7475972049986128e-19,0,-1.7754131883614365e-07,5.6934175260497062e-22,0
1,t14_n15_linear_level1,13,50.986759436528089,0,0,-0.00030360890359253795,0,0,-0.00030694569622933236,3.7531997850991126e-19,0,-0.00030694569622933236,3.7531997850991126e-19,0,-0.0003063066376806585,3.7467376125312587e-19,0,-6.3905854867383994e-07,6.4621725678537145e-22,0
1,t14_n15_linear_level1,14,59.484552675949438,0,0,-0.002937240341208752,0,0,-0.0029432345791735532,3.8875482640265788e-19,0,-0.0029432345791735532,3.8875482640265788e-19,0,-0.0029402584846306094,3.8826461534760622e-19,0,-2.9760945429437231e-06,4.9021105505164386e-22,0
2,t14_n15_linear_level2,0,-38.91817993281618,0,0,0.014699460275733838,0,0,0.014831134353345116,5.3587541386252028e-20,0,0.014831134353345116,5.3587541386252028e-20,0,0.014776812606068893,5.3614082785013898e-20,0,5.4321747276222283e-05,-2.6541398761871854e-23,0
2,t14_n15_linear_level2,1,-33.358439942413867,0,0,0.0013732583464306941,0,0,0.0014258673051413986,1.6888581009728581e-18,0,0.0014258673051413986,1.6888581009728581e-18,0,0.0014162123274345777,1.6796033961058318e-18,0,9.6549777068208496e-06,9.2547048670263127e-21,0
2,t14_n15_linear_level2,2,-27.79869995201156,0,0,0.00038275953852463725,0,0,0.00039749635490314643,1.8362646426698708e-18,0,0.00039749635490314643,1.8362646426698708e-18,0,0.00039451955162239546,1.8255333139242137e-18,0,2.9768032807509693e-06,1.0731328745657088e-20,0
2,t14_n15_linear_level2,3,-22.238959961609247,0,0,0.00013135369335956314,0,0,0.00013663444816443263,1.822894871849849e-18,0,0.00013663444816443263,1.822894871849849e-18,0,0.00013549183413489468,1.8107634702609204e-18,0,1.1426140295379435e-06,1.2131401588928649e-20,0
2,t14_n15_linear_level2,4,-16.679219971206933,0,0,3.5435882764411132e-05,0,0,3.7212913895142826e-05,1.7961221809929443e-18,0,3.7212913895142826e-05,1.7961221809929443e-18,0,3.680648009148962e-05,1.7871435124871703e-18,0,4.0643380365320386e-07,8.9786685057741675e-21,0
2,t14_n15_linear_level2,5,-11.119479980804623,0,0,-7.6144332085227401e-07,0,0,-3.8003855722979825e-07,1.8296244934989995e-18,0,-3.8003855722979825e-07,1.8296244934989995e-18,0,-4.7792605101440439e-07,1.8160037783533707e-18,0,9.7887493784606152e-08,1.3620715145628621e-20,0
2,t14_n15_linear_level2,6,-5.5597399904023117,0,0,-7.1019414609443119e-06,0,0,-7.1266697497549522e-06,1.829608916779201e-18,0,-7.1266697497549522e-06,1.829608916779201e-18,0,-7.128316025727553e-06,1.8184394747222017e-18,0,1.6462759726008569e-09,1.1169442056999296e-20,0
2,t14_n15_linear_level2,7,0,0,0,5.634886681609233e-19,0,0,-1.0965183179037526e-18,1.8270962608178214e-18,0,-1.0965183179037526e-18,1.8270962608178214e-18,0,-1.0847376533777949e-18,1.8139148432463393e-18,0,-1.1780664525957634e-20,1.318141757148192e-20,0
2,t14_n15_linear_level2,8,5.5597399904023117,0,0,7.1019414609452699e-06,0,0,7.1266697497515666e-06,1.8765184188568326e-18,0,7.1266697497515666e-06,1.8765184188568326e-18,0,7.1283160257241937e-06,1.8656773122480799e-18,0,-1.6462759726274388e-09,1.0841106608752785e-20,0
2,t14_n15_linear_level2,9,11.119479980804623,0,0,7.614433208527331e-07,0,0,3.8003855723547184e-07,1.8564086898509136e-18,0,3.8003855723547184e-07,1.8564086898509136e-18,0,4.7792605102003007e-07,1.8445895008044231e-18,0,-9.7887493784558282e-08,1.1819189046490434e-20,0
2,t14_n15_linear_level2,10,16.679219971206933,0,0,-3.5435882764411146e-05,0,0,-3.7212913895143558e-05,1.8362801688494095e-18,0,-3.7212913895143558e-05,1.8362801688494095e-18,0,-3.6806480091490359e-05,1.8232627521876733e-18,0,-4.064338036532002e-07,1.3017416661736261e-20,0
2,t14_n15_linear_level2,11,22.238959961609247,0,0,-0.00013135369335956373,0,0,-0.00013663444816441645,1.8095415428390907e-18,0,-0.00013663444816441645,1.8095415428390907e-18,0,-0.00013549183413487861,1.8000911493001419e-18,0,-1.1426140295378289e-06,9.4503935389487867e-21,0
2,t14_n15_linear_level2,12,27.79869995201156,0,0,-0.00038275953852463579,0,0,-0.00039749635490314025,1.7827365662838381e-18,0,-0.00039749635490314025,1.7827365662838381e-18,0,-0.00039451955162238928,1.7691949994055536e-18,0,-2.9768032807509888e-06,1.354156687828447e-20,0
2,t14_n15_linear_level2,13,33.358439942413867,0,0,-0.0013732583464306936,0,0,-0.0014258673051414116,1.8364085554257499e-18,0,-0.0014258673051414116,1.8364085554257499e-18,0,-0.0014162123274345908,1.8272075921179715e-18,0,-9.6549777068209394e-06,9.200963307778249e-21,0
2,t14_n15_linear_level2,14,38.91817993281618,0,0,-0.01469946027573384,0,0,-0.014831134353345118,1.7971312266793889e-18,0,-0.014831134353345118,1.7971312266793889e-18,0,-0.014776812606068895,1.7912677547252843e-18,0,-5.4321747276222283e-05,5.8634719541046837e-21,0
3,t14_n15_linear_level3,0,-29.519351830171008,0,0,0.043120701713717964,0,0,0.044069537374164691,2.6819396526078377e-20,0,0.044069537374164691,2.6819396526078377e-20,0,0.043673243019406942,1.3392766833226222e-20,0,0.00039629435475775019,1.3426629692852155e-20,0
3,t14_n15_linear_level3,1,-25.302301568718008,0,0,0.0038075364918222507,0,0,0.004128899738358045,4.9321233711011359e-18,0,0.004128899738358045,4.9321233711011359e-18,0,0.0040620973980600465,4.8690171765442289e-18,0,6.6802340297998617e-05,6.3106194556906932e-20,0
3,t14_n15_linear_level3,2,-21.085251307265004,0,0,0.0011099358030154868,0,0,0.0012046175323920751,5.28092258714579e-18,0,0.0012046175323920751,5.28092258714579e-18,0,0.0011838479051993844,5.1991009746318871e-18,0,2.0769627192690725e-05,8.1821612513902822e-20,0
3,t14_n15_linear_level3,3,-16.868201045812004,0,0,0.00048913398619894986,0,0,0.00052972094898153183,5.3616988075500531e-18,0,0.00052972094898153183,5.3616988075500531e-18,0,0.0005202563220508211,5.2964786691647947e-18,0,9.4646269307106869e-06,6.5220138385258296e-20,0
